custid,dropperc,mins,consecmonths,income,churn_Y
636219,0.0212765957446809,329,28,65.9,0
613688,0.029585798816567994,338,14,100.5,0
420279,0.0509090909090909,275,32,70.9,1
637129,0.017725258493353,677,27,76.8,0
207087,0.0125,480,29,101.7,0
293907,0.0187793427230047,426,21,75.3,0
909449,0.0238532110091743,545,23,70.2,0
707490,0.020109689213894,547,37,48.8,0
397912,0.0211038961038961,616,19,54.5,0
232815,0.0121317157712305,577,35,92.4,0
947804,0.0152284263959391,591,35,73.2,0
503791,0.0181159420289855,552,36,73.2,0
716825,0.0165016501650165,606,20,56.7,0
297920,0.0141093474426808,567,3,112.3,0
605382,0.0142566191446029,491,35,84.3,0
761848,0.0412979351032448,339,22,73.4,0
513719,0.0126182965299685,634,34,103.6,0
123738,0.0186915887850467,535,27,73.5,0
803189,0.0252293577981651,436,28,64.2,0
701999,0.0154639175257732,582,42,56.7,0
29159,0.0114285714285714,525,13,66.7,0
612477,0.0172786177105832,463,31,97.7,0
123373,0.0148975791433892,537,33,73.3,0
440353,0.0211764705882353,425,9,87.1,0
761900,0.0385964912280702,285,19,62.8,0
166989,0.0230414746543779,434,23,57.4,0
685367,0.00827814569536424,604,18,65.7,0
224831,0.0216919739696312,461,28,45.6,0
20155,0.0117845117845118,594,37,86.4,0
510289,0.0163339382940109,551,27,76.4,0
289987,0.0172043010752688,465,10,71.0,0
217559,0.0169491525423729,472,30,25.5,0
937761,0.0142348754448399,562,28,78.1,0
840525,0.0209923664122137,524,22,80.7,0
669680,0.0246085011185682,447,31,68.0,0
513211,0.0344827586206897,319,40,66.3,0
765501,0.0320987654320988,405,18,41.3,0
14839,0.0341614906832298,322,18,56.2,0
99452,0.0375,240,26,78.9,0
610259,0.0436363636363636,275,24,87.2,1
876688,0.016,625,34,61.8,0
313431,0.0168970814132104,651,24,45.7,0
984708,0.0258823529411765,425,17,123.5,0
948015,0.041958041958042,286,21,60.6,0
417748,0.027972027972028,286,36,84.6,1
985916,0.0167785234899329,596,8,66.7,0
155865,0.0188356164383562,584,26,95.2,0
307046,0.0131868131868132,455,18,32.5,0
987309,0.0134932533733133,667,21,42.8,0
17671,0.0262582056892779,457,27,55.8,0
103310,0.0233918128654971,513,34,30.6,0
376180,0.01985559566787,554,33,58.7,0
757931,0.0216867469879518,415,41,67.9,0
948250,0.00638977635782748,626,37,60.4,0
418629,0.0136186770428016,514,22,66.6,0
40031,0.0230179028132992,391,14,101.1,0
189333,0.0170454545454545,528,22,68.0,0
902064,0.0271398747390397,479,13,62.3,0
421871,0.0235602094240838,382,11,84.3,0
328158,0.0203619909502262,442,39,79.1,0
578613,0.0205607476635514,535,42,77.8,1
993811,0.0207792207792208,385,26,75.9,0
733525,0.0288461538461538,416,27,67.0,0
4417,0.0172043010752688,465,26,39.1,0
7763,0.0161290322580645,558,27,79.2,0
882641,0.0146252285191956,547,43,75.8,0
388013,0.0147874306839187,541,36,79.4,0
737532,0.025062656641604,399,27,78.1,1
721548,0.0112834978843441,709,25,71.2,0
711700,0.0160919540229885,435,28,77.3,0
459037,0.0114566284779051,611,32,99.2,0
210924,0.0124223602484472,644,31,57.8,0
570875,0.0227272727272727,484,26,75.1,0
721088,0.0204498977505112,489,17,81.6,0
138633,0.0161725067385445,371,23,57.8,0
249510,0.0221238938053097,452,37,64.2,0
720770,0.0161870503597122,556,30,40.2,0
330181,0.025706940874036,389,32,65.5,0
962844,0.0237154150197628,506,47,77.0,0
324187,0.0210526315789474,475,30,55.7,0
788082,0.0159574468085106,564,20,104.4,0
944120,0.0189393939393939,528,30,55.8,0
529701,0.0161001788908766,559,22,89.3,0
16158,0.0166666666666667,600,38,77.2,0
888648,0.0166666666666667,540,16,68.3,0
755270,0.0246406570841889,487,28,95.7,1
395427,0.0226843100189036,529,29,44.0,0
254821,0.0330578512396694,363,42,83.4,1
907270,0.033033033033033,333,7,64.7,0
817815,0.0200892857142857,448,22,76.1,0
423669,0.0202839756592292,493,23,55.2,0
334637,0.0149812734082397,534,27,73.5,0
748190,0.0334728033472803,239,27,52.9,0
323520,0.0116959064327485,513,25,79.9,0
903825,0.0178571428571429,392,31,122.5,0
556128,0.0157790927021696,507,29,86.1,0
588382,0.0135593220338983,590,26,69.5,0
901266,0.0123893805309735,565,30,66.4,0
999530,0.0266272189349112,338,36,79.0,0
376190,0.0222841225626741,359,26,104.8,0
762052,0.0148148148148148,405,14,64.9,0
336244,0.0194174757281553,412,5,49.9,0
992180,0.0173076923076923,520,24,74.7,0
499007,0.026525198938992,377,24,64.5,0
108867,0.0260521042084168,499,23,74.5,0
128638,0.0340314136125654,382,27,95.3,1
238806,0.0172661870503597,695,22,65.2,0
3308,0.0152905198776758,654,22,55.4,0
186716,0.0154373927958834,583,41,97.2,0
64730,0.0122448979591837,490,32,85.3,0
577089,0.0283018867924528,424,19,61.6,0
337041,0.0102249488752556,489,37,65.1,0
499166,0.0287081339712919,418,29,61.1,1
314481,0.0259481037924152,501,30,57.9,1
98285,0.0243055555555556,576,24,60.6,0
225255,0.0154109589041096,584,17,91.6,0
804872,0.0191489361702128,470,28,71.2,0
537173,0.0215686274509804,510,21,52.6,0
871375,0.0238611713665944,461,13,74.1,0
370516,0.0221774193548387,496,15,112.2,0
114738,0.0221729490022173,451,22,70.8,0
648032,0.0132075471698113,530,37,52.9,0
814627,0.0257936507936508,504,34,76.3,0
431248,0.012924071082391,619,34,63.9,0
946644,0.019271948608137,467,33,59.3,0
695712,0.0112721417069243,621,33,71.8,0
957762,0.019047619047619,525,31,77.0,0
143453,0.0129032258064516,620,14,38.0,0
427957,0.0219560878243513,501,33,56.8,0
796583,0.0376712328767123,292,23,53.9,0
481782,0.0245901639344262,488,30,82.9,0
800566,0.0249376558603491,401,32,119.0,0
816139,0.0217983651226158,367,36,64.7,0
423847,0.0128755364806867,466,16,96.7,0
602384,0.016260162601626,492,42,87.9,0
964734,0.0201511335012594,397,30,68.1,0
24541,0.0190274841437632,473,27,56.2,0
853766,0.016,500,35,94.0,0
771857,0.0233160621761658,386,25,50.7,0
669330,0.021978021978022,455,23,62.5,0
426679,0.0138067061143984,507,8,46.7,0
482589,0.0202839756592292,493,27,92.7,0
24207,0.0184696569920844,379,22,67.2,0
635363,0.0212314225053079,471,30,70.9,0
894455,0.0163487738419619,367,22,61.0,0
512264,0.0164670658682635,668,26,95.4,0
889097,0.0243362831858407,452,38,108.9,0
268789,0.016597510373443997,482,19,106.0,0
663141,0.01669449081803,599,26,75.0,0
46447,0.0237341772151899,632,41,77.7,1
724311,0.0205761316872428,486,27,56.2,0
185284,0.0264423076923077,416,33,67.9,0
601333,0.0122282608695652,736,29,112.2,0
533622,0.0155555555555556,450,29,34.9,0
623623,0.0292397660818713,342,17,58.4,0
394901,0.0111464968152866,628,26,40.8,0
920948,0.0170068027210884,588,19,73.5,0
62499,0.0146788990825688,545,38,80.3,0
350311,0.0130813953488372,688,18,91.7,0
607818,0.023696682464455,422,30,77.1,0
816093,0.0200364298724954,549,34,46.5,0
919468,0.0376175548589342,319,30,75.3,1
395828,0.0298507462686567,469,24,55.4,0
906851,0.0248138957816377,403,31,63.8,0
592876,0.0250569476082005,439,21,34.0,0
479956,0.018000000000000002,500,19,101.6,0
971763,0.0238095238095238,378,13,27.9,0
164509,0.0289156626506024,415,20,70.6,0
435171,0.0164705882352941,425,23,61.4,0
291280,0.0268817204301075,372,30,38.7,0
572328,0.0190641247833622,577,23,74.5,0
971540,0.0232558139534884,430,38,53.3,0
764884,0.009765625,512,35,50.6,0
693590,0.023109243697479,476,28,53.0,0
393310,0.026431718061674,454,34,78.6,0
685275,0.0159857904085258,563,23,48.7,0
819672,0.0147420147420147,407,32,80.6,0
105563,0.0163265306122449,490,26,69.2,0
546014,0.015817223198594,569,20,69.6,0
117192,0.0186721991701245,482,24,93.5,0
84516,0.0145985401459854,548,30,92.5,0
11206,0.0165631469979296,483,29,83.6,0
586568,0.0127118644067797,472,5,43.5,0
113236,0.0167597765363128,537,30,66.7,0
841200,0.0168918918918919,592,46,82.3,0
207737,0.0130434782608696,460,43,110.0,0
635061,0.0375722543352601,346,28,69.2,0
767907,0.0147058823529412,612,33,60.3,0
144625,0.0266666666666667,450,24,32.9,0
724198,0.0172413793103448,522,40,53.4,0
514737,0.017825311942959,561,33,80.3,0
630291,0.0119521912350598,502,30,81.0,0
523871,0.0151260504201681,595,37,60.2,0
338318,0.0134589502018843,743,18,75.5,0
271577,0.0158102766798419,506,33,56.2,0
573972,0.0225733634311512,443,28,33.2,0
480101,0.0221606648199446,361,27,75.9,0
353291,0.0122950819672131,488,29,82.7,0
928098,0.0292682926829268,410,20,53.0,0
651109,0.0217391304347826,552,18,86.8,0
117650,0.0283687943262411,423,20,86.0,0
952674,0.0305882352941176,425,23,68.8,0
57548,0.0172413793103448,638,26,94.4,0
140979,0.0156985871271586,637,30,100.2,0
759219,0.0284974093264249,386,18,71.4,0
903250,0.0275049115913556,509,13,43.3,0
821318,0.0252631578947368,475,31,41.8,0
105904,0.0214669051878354,559,20,87.2,0
673433,0.0165562913907285,604,27,107.8,0
189559,0.0164948453608247,485,22,71.7,0
402612,0.0130597014925373,536,30,95.1,0
989108,0.00954198473282443,524,33,100.2,0
822294,0.030812324929972,357,29,46.5,0
403154,0.017175572519083998,524,1,82.4,0
136213,0.0220713073005093,589,30,48.1,0
162938,0.0192616372391653,623,30,82.6,0
676232,0.0218687872763419,503,24,67.5,0
351396,0.0173410404624277,519,23,74.2,0
884964,0.0214132762312634,467,22,57.0,0
368762,0.024390243902439,492,17,93.2,0
686517,0.0147329650092081,543,34,97.4,0
745500,0.0260521042084168,499,26,62.1,0
135579,0.0253456221198157,434,26,68.4,0
977721,0.0173010380622837,578,36,85.1,0
488958,0.0151228733459357,529,12,71.0,0
571815,0.0269058295964126,446,17,66.3,0
794380,0.0231023102310231,303,22,40.0,0
623087,0.0277777777777778,396,28,78.6,1
225796,0.0145228215767635,482,20,64.7,0
810943,0.0184804928131417,487,10,66.0,0
981190,0.0211081794195251,379,38,61.4,0
714802,0.0244821092278719,531,40,76.7,1
745269,0.0263157894736842,456,36,63.2,0
463699,0.0182481751824818,548,21,54.7,0
913656,0.0105820105820106,567,20,44.0,0
112922,0.0152027027027027,592,25,100.6,0
353698,0.0222222222222222,495,19,85.1,0
632977,0.0165562913907285,302,36,73.1,0
387048,0.0209059233449477,574,27,66.0,0
411127,0.0171526586620926,583,35,76.9,0
846750,0.0248138957816377,403,27,110.7,0
483842,0.0247933884297521,605,31,68.7,0
876569,0.009765625,512,33,72.2,0
847767,0.0175438596491228,513,29,87.7,0
181871,0.0187617260787993,533,16,53.8,0
453913,0.0206611570247934,484,25,75.4,0
458072,0.0143312101910828,628,26,41.9,0
959710,0.0343007915567282,379,33,54.8,0
624994,0.0397727272727273,352,26,61.9,1
35673,0.027906976744186004,430,20,69.7,0
897703,0.0238568588469185,503,19,73.2,0
337344,0.0225563909774436,532,33,103.6,0
386361,0.015625,512,11,99.0,0
214383,0.014827018121911,607,29,66.2,0
239628,0.0207900207900208,481,19,16.7,0
263652,0.0181451612903226,496,20,49.2,0
236620,0.0167832167832168,715,24,67.0,0
644575,0.0201342281879195,447,9,57.4,0
303667,0.0201793721973094,446,26,56.7,0
536496,0.014018691588784998,428,27,74.0,0
683147,0.0160965794768612,497,22,22.3,0
710050,0.0253807106598985,394,14,56.2,0
772829,0.0338983050847458,354,10,77.7,0
535660,0.0164233576642336,548,43,102.5,0
532482,0.0191204588910134,523,26,85.9,0
432888,0.0266393442622951,488,31,64.7,0
100114,0.00884955752212389,678,31,100.2,0
429949,0.0128939828080229,698,24,68.6,0
22066,0.0146788990825688,545,13,57.2,0
414379,0.0242290748898678,454,15,34.3,0
228576,0.0152284263959391,591,33,81.4,0
353822,0.0147991543340381,473,33,89.3,0
649357,0.0205992509363296,534,24,4.3,0
668624,0.0125984251968504,635,30,65.8,0
143761,0.0260047281323877,423,14,65.0,0
567451,0.0191938579654511,521,22,97.8,0
232570,0.0215264187866928,511,23,69.5,0
509991,0.0121739130434783,575,30,87.9,0
873819,0.02,500,22,102.8,0
886075,0.00906735751295337,772,41,58.4,0
179346,0.021505376344086,372,25,30.8,0
116716,0.0340557275541796,323,38,70.8,1
39897,0.0291777188328912,377,20,46.9,0
937038,0.025,480,14,70.5,0
125830,0.0330882352941176,272,19,71.0,0
21896,0.0161943319838057,494,25,60.7,0
486865,0.0199600798403194,501,29,100.4,0
833150,0.0132547864506627,679,19,56.0,0
472896,0.0239520958083832,501,25,79.7,0
580686,0.0244444444444444,450,21,88.0,0
152788,0.0193798449612403,516,19,85.0,0
258377,0.0166051660516605,542,25,111.3,0
198442,0.0301204819277108,498,24,53.1,0
83319,0.0140056022408964,357,27,65.1,0
839581,0.0284090909090909,528,32,87.4,0
952807,0.009950248756218907,603,9,55.7,0
724,0.0230179028132992,391,35,100.4,0
23113,0.0112834978843441,709,21,87.3,0
496919,0.0189075630252101,476,42,69.8,0
320167,0.0209923664122137,524,37,59.2,0
745430,0.0130057803468208,692,42,76.3,0
454062,0.026,500,37,32.7,0
294104,0.0255102040816327,392,35,76.6,0
865104,0.0197530864197531,405,41,66.1,0
179322,0.0330578512396694,363,32,88.8,0
67421,0.0232558139534884,516,26,66.3,0
569046,0.0296296296296296,405,23,27.1,0
307392,0.018970189701897,369,29,45.7,0
805269,0.011214953271027998,535,30,69.4,0
371190,0.0177165354330709,508,9,89.2,0
91171,0.0114068441064639,526,32,43.5,0
806299,0.0297482837528604,437,25,62.5,0
550816,0.0338345864661654,266,17,65.5,0
734832,0.0139211136890951,431,22,58.9,0
15930,0.0256410256410256,429,26,78.7,0
184420,0.0152284263959391,591,30,75.7,0
95140,0.0188323917137476,531,22,70.0,0
775799,0.0199501246882793,401,27,65.2,0
438228,0.008988764044943821,445,26,77.4,0
400305,0.0121130551816958,743,32,74.8,0
152286,0.0274841437632135,473,21,29.1,0
68655,0.0152505446623094,459,25,88.1,0
860093,0.0135135135135135,518,23,70.7,0
893595,0.02710027100271,369,28,52.2,0
569138,0.0148423005565863,539,17,76.2,0
590039,0.0220183486238532,545,15,83.7,0
203957,0.0140105078809107,571,11,85.9,0
569353,0.0209059233449477,574,18,70.9,0
433149,0.0284552845528455,492,25,73.2,0
935116,0.015527950310558997,644,32,80.0,0
185713,0.0217391304347826,598,24,86.5,1
469568,0.0291005291005291,378,27,56.4,0
957681,0.01875,480,38,86.9,0
841888,0.0064308681672025705,622,18,66.6,0
538182,0.0207900207900208,481,11,62.4,0
772427,0.0164533820840951,547,27,50.6,0
870087,0.0114777618364419,697,39,60.8,0
16700,0.0248138957816377,403,24,79.6,0
529135,0.01743264659271,631,19,54.5,0
165200,0.0141732283464567,635,25,45.0,0
305638,0.0489130434782609,184,36,69.9,1
587511,0.015748031496063,635,31,47.2,0
997315,0.01953125,512,20,62.2,0
2924,0.0211800302571861,661,30,47.9,1
756148,0.0100574712643678,696,16,95.2,0
884997,0.0194931773879142,513,22,42.8,0
744424,0.0127118644067797,472,14,65.2,0
403353,0.014308426073132,629,40,80.4,0
747349,0.0143112701252236,559,7,103.8,0
321053,0.0178970917225951,447,35,72.9,0
947581,0.0326086956521739,276,22,52.2,0
799902,0.0246913580246914,567,19,79.7,0
706271,0.0175097276264591,514,30,92.2,0
445935,0.0252808988764045,356,21,62.2,0
829095,0.0256410256410256,507,39,53.9,0
103744,0.0289532293986637,449,34,52.1,0
28820,0.0286532951289398,349,29,58.2,0
87188,0.0175131348511384,571,27,62.9,0
319969,0.0175438596491228,513,20,43.8,0
418424,0.0319148936170213,376,38,69.3,0
407589,0.0136986301369863,511,22,85.2,0
678023,0.0133928571428571,672,20,72.2,0
969881,0.00641025641025641,468,22,17.7,0
583967,0.0181451612903226,496,25,82.0,0
314460,0.0193548387096774,620,25,70.2,0
116564,0.0152439024390244,656,12,103.9,0
619697,0.0204918032786885,488,17,63.7,0
208433,0.00749063670411985,534,30,63.1,0
594675,0.0241228070175439,456,28,31.7,0
576469,0.0211764705882353,425,24,49.7,0
990991,0.0113636363636364,528,31,77.1,0
334309,0.0141342756183746,566,33,83.1,0
717332,0.0138248847926267,651,34,79.8,0
360463,0.0152091254752852,526,13,68.8,0
676059,0.0116448326055313,687,9,63.7,0
175641,0.0271493212669683,442,23,66.1,0
461380,0.0395256916996047,253,24,57.7,0
424322,0.013595166163142,662,27,82.3,0
269112,0.0154738878143133,517,34,83.5,0
653501,0.0251046025104603,478,14,53.6,0
126293,0.0240700218818381,457,24,26.6,0
813023,0.0203619909502262,442,30,70.6,0
740129,0.0182186234817814,494,35,100.9,0
656666,0.0144927536231884,552,29,78.5,0
642872,0.0280172413793103,464,29,62.3,0
820756,0.0186915887850467,535,25,68.4,0
312574,0.0178890876565295,559,23,76.4,0
32434,0.0155945419103314,513,38,69.7,0
393761,0.0162454873646209,554,23,81.6,0
842464,0.0202020202020202,594,39,70.2,0
615835,0.0125260960334029,479,29,109.5,0
243321,0.0247148288973384,526,36,77.5,0
831470,0.0147058823529412,544,17,114.9,0
564031,0.0229007633587786,262,22,107.8,0
751524,0.0278969957081545,466,22,44.9,0
231658,0.0110497237569061,543,25,42.7,0
300461,0.0404984423676012,321,26,67.9,1
238779,0.0272952853598015,403,39,87.7,1
680832,0.0166051660516605,542,30,77.3,0
200277,0.0165016501650165,606,20,58.7,0
683072,0.0170575692963753,469,22,69.6,0
211404,0.0173228346456693,635,36,59.9,0
526086,0.0160771704180064,622,34,63.3,0
767651,0.013353115727003,674,38,84.7,0
23607,0.0149700598802395,668,28,87.8,0
577531,0.0378378378378378,370,20,92.6,0
87959,0.0105448154657293,569,11,48.3,0
594237,0.009202453987730059,652,28,68.2,0
426634,0.0207852193995381,433,13,86.6,0
3383,0.0189393939393939,528,17,68.6,0
888344,0.0183333333333333,600,31,69.6,0
752786,0.0223713646532438,447,29,73.6,0
200242,0.0158450704225352,568,18,20.3,0
806762,0.0226876090750436,573,35,88.7,0
356564,0.0200803212851406,498,29,44.7,0
57808,0.0155902004454343,449,17,81.0,0
319644,0.0223463687150838,358,38,92.8,0
53572,0.0180831826401447,553,26,77.9,0
432380,0.0168855534709193,533,35,99.4,0
132613,0.0141342756183746,566,22,66.0,0
647456,0.0292553191489362,376,17,67.6,0
189193,0.0242537313432836,536,22,84.1,0
212615,0.0142566191446029,491,34,58.3,0
982010,0.0151515151515152,594,20,52.7,0
919320,0.0232558139534884,387,27,95.3,0
527851,0.0227703984819734,527,10,52.8,0
872840,0.0226244343891403,442,25,79.4,0
533230,0.0161290322580645,620,27,74.8,0
858236,0.016260162601626,615,26,81.8,0
463613,0.0181488203266788,551,23,46.7,0
230462,0.0159857904085258,563,25,57.8,0
11696,0.0218340611353712,458,34,18.4,0
977764,0.0189753320683112,527,27,39.3,0
883914,0.0211864406779661,472,33,49.0,0
958300,0.0364741641337386,329,32,92.5,1
678771,0.023936170212766,376,33,34.5,0
851886,0.0239852398523985,542,26,38.3,0
220402,0.0317460317460317,378,25,82.6,0
592793,0.0129032258064516,465,27,65.4,0
276695,0.0207852193995381,433,28,55.8,0
43704,0.0152091254752852,526,25,54.8,0
920648,0.0183823529411765,544,31,57.3,0
632293,0.0277078085642317,397,23,82.7,0
126890,0.0189982728842832,579,33,55.2,0
122835,0.0240295748613678,541,33,52.8,0
946669,0.0192307692307692,520,23,113.3,0
463117,0.0134730538922156,668,20,68.7,0
177514,0.0168453292496172,653,32,59.1,0
649312,0.0246913580246914,486,24,77.2,0
838530,0.0147058823529412,408,20,79.6,0
939248,0.0320987654320988,405,35,84.1,0
780539,0.0137362637362637,364,27,105.8,0
653607,0.0242990654205607,535,22,74.0,0
193528,0.0188679245283019,530,32,36.7,0
204459,0.0252365930599369,634,39,70.1,1
334480,0.0283975659229209,493,23,42.0,0
615543,0.024,375,27,97.5,0
960162,0.0162866449511401,614,31,73.8,0
409777,0.0330788804071247,393,31,65.6,1
684827,0.0140845070422535,497,38,31.6,0
48674,0.0321428571428571,280,27,44.9,0
637430,0.0251937984496124,516,34,112.5,1
247805,0.0262529832935561,419,14,92.1,0
505707,0.0241545893719807,414,22,33.6,0
651400,0.0199004975124378,402,29,76.7,0
34255,0.0199115044247788,452,0,91.4,0
332564,0.0226843100189036,529,30,80.1,1
338453,0.0118243243243243,592,28,95.4,0
714119,0.0202205882352941,544,29,78.0,0
270520,0.0191204588910134,523,24,78.0,0
644394,0.0261904761904762,420,15,52.8,0
796904,0.0155038759689922,516,16,91.5,0
560204,0.015,600,40,68.2,0
56719,0.0160714285714286,560,25,72.8,0
974053,0.0148698884758364,538,20,66.0,0
376259,0.0198019801980198,505,19,89.5,0
845657,0.0225352112676056,355,17,61.3,0
88039,0.025844930417495,503,31,62.9,1
81690,0.0175054704595186,457,28,20.7,0
359106,0.0197530864197531,405,13,75.2,0
106077,0.0316742081447964,442,15,31.2,0
583321,0.0131147540983607,610,25,90.5,0
912941,0.0163934426229508,549,22,58.5,0
160839,0.0113821138211382,615,35,71.6,0
390854,0.0206378986866792,533,24,56.1,0
197657,0.0150829562594268,663,32,104.1,0
307074,0.0180995475113122,442,31,38.6,0
956243,0.0271966527196653,478,34,54.0,0
880560,0.0218181818181818,550,18,51.0,0
721005,0.0241228070175439,456,37,93.3,0
688914,0.0141129032258065,496,36,67.6,0
642649,0.0155172413793103,580,21,87.0,0
965563,0.0229885057471264,522,17,41.1,0
665660,0.020109689213894,547,27,39.7,0
366592,0.0182926829268293,492,20,57.9,0
491599,0.0119402985074627,670,25,77.9,0
995997,0.0175097276264591,514,20,89.8,0
929773,0.0183028286189684,601,30,43.4,0
268818,0.0260416666666667,576,26,48.8,0
104317,0.0144230769230769,624,35,95.5,0
804616,0.0233766233766234,385,39,104.1,0
499894,0.032258064516129,465,40,66.8,1
298763,0.0252918287937743,514,27,58.3,1
957080,0.014018691588784998,642,37,80.8,0
395051,0.0185614849187935,431,27,36.3,0
408836,0.0133843212237094,523,25,69.9,0
768901,0.0162271805273834,493,24,84.1,0
674328,0.0173267326732673,404,25,68.1,0
654264,0.0195694716242661,511,21,87.4,0
186374,0.0138888888888889,576,30,46.6,0
326671,0.0162932790224033,491,28,123.7,0
702294,0.0190839694656489,524,23,94.4,0
957977,0.026525198938992,377,33,66.9,0
416059,0.0151006711409396,596,31,77.6,0
535192,0.0164948453608247,485,25,64.0,0
682454,0.0104166666666667,576,41,91.5,0
983722,0.008080808080808079,495,27,17.9,0
351725,0.0202020202020202,594,34,65.0,0
56267,0.0179487179487179,390,13,98.7,0
212492,0.0142602495543672,561,29,66.6,0
861351,0.0163204747774481,674,34,69.1,0
108739,0.0212765957446809,517,24,89.3,0
254730,0.0283400809716599,494,36,50.3,1
45351,0.0227272727272727,440,17,83.7,0
303237,0.0186335403726708,483,34,68.8,0
630346,0.0205223880597015,536,35,54.0,0
511807,0.015625,448,29,64.3,0
582848,0.0135363790186125,591,15,67.8,0
614623,0.0252631578947368,475,25,92.5,0
33972,0.0201342281879195,447,23,100.9,0
232533,0.0371428571428571,350,13,51.7,0
714474,0.0158730158730159,567,24,75.0,0
359804,0.0201612903225806,496,28,97.6,0
939579,0.0174825174825175,572,8,83.5,0
411319,0.0144736842105263,760,38,78.7,0
313989,0.0282352941176471,425,35,76.6,1
867783,0.0200400801603206,499,22,42.0,0
85315,0.0220385674931129,363,32,63.9,0
298107,0.0110584518167457,633,27,72.6,0
87506,0.0132827324478178,527,18,74.4,0
434219,0.0287206266318538,383,15,72.6,0
330919,0.0167224080267559,598,33,93.7,0
564249,0.0202702702702703,444,27,59.2,0
375699,0.0290697674418605,344,17,48.9,0
921469,0.0173697270471464,403,33,76.2,0
477353,0.0149253731343284,469,21,61.6,0
648605,0.0121396054628225,659,27,51.2,0
193169,0.0235294117647059,510,20,45.3,0
943651,0.016,500,32,51.6,0
44236,0.0164319248826291,426,26,75.7,0
711672,0.0238095238095238,546,24,37.0,0
112141,0.0398406374501992,251,34,117.1,0
336168,0.0113065326633166,796,26,81.2,0
459142,0.0229226361031519,349,17,75.3,0
976699,0.031496062992126,381,17,79.7,0
671288,0.0151515151515152,528,12,90.2,0
324533,0.0144665461121157,553,18,68.6,0
524244,0.0243407707910751,493,28,67.4,0
355962,0.0114192495921697,613,29,36.6,0
547992,0.0191693290734824,626,48,41.9,0
969207,0.0126582278481013,474,32,72.2,0
683290,0.0191570881226054,522,45,56.5,0
361177,0.0262096774193548,496,27,61.7,1
366461,0.0162748643761302,553,19,61.2,0
541424,0.0173697270471464,403,19,53.8,0
999164,0.0210016155088853,619,32,83.0,1
816501,0.0200892857142857,448,28,113.6,0
934987,0.0286396181384248,419,39,83.8,1
795362,0.0280612244897959,392,32,82.6,0
387287,0.0181818181818182,550,29,54.7,0
780204,0.0168855534709193,533,33,61.1,0
287041,0.0124223602484472,483,30,74.0,0
600953,0.013645224171540002,513,14,93.9,0
683050,0.0194174757281553,412,33,58.9,0
943956,0.0149750415973378,601,39,59.8,1
855377,0.0297297297297297,370,27,66.6,1
319663,0.0168776371308017,474,28,52.3,0
914624,0.0170542635658915,645,32,83.8,0
234804,0.0135440180586907,443,36,57.5,0
440111,0.0298850574712644,435,24,53.0,0
66570,0.0109289617486339,549,16,75.6,0
331904,0.0217917675544794,413,36,27.9,0
927293,0.0087260034904014,573,18,56.9,0
214339,0.0246406570841889,487,20,53.4,0
78169,0.0425531914893617,235,19,60.2,0
299619,0.0207900207900208,481,27,71.9,0
215732,0.0173310225303293,577,19,72.2,0
170090,0.0158730158730159,630,30,45.1,0
781515,0.0166389351081531,601,32,50.7,0
875965,0.0267857142857143,448,33,46.9,0
728501,0.0127737226277372,548,21,97.6,0
322769,0.0156599552572707,447,27,31.9,0
296224,0.0217391304347826,460,19,104.2,0
100371,0.0186219739292365,537,21,62.9,0
680741,0.019047619047619,525,20,64.0,0
783220,0.0168224299065421,535,29,46.7,0
390685,0.0151745068285281,659,25,86.9,0
855403,0.0164917541229385,667,30,62.8,0
161795,0.0156794425087108,574,40,68.3,0
844662,0.0189393939393939,528,33,78.1,0
78001,0.0204081632653061,490,29,82.0,0
170202,0.013986013986014,715,27,47.3,0
795779,0.0181564245810056,716,27,68.0,0
225235,0.0184757505773672,433,23,57.0,0
986022,0.0213219616204691,469,36,75.0,0
834884,0.0192771084337349,415,29,107.9,0
155157,0.014519056261343003,551,24,104.6,0
680807,0.0114777618364419,697,31,68.3,0
368776,0.0272727272727273,330,32,74.9,0
231672,0.0243243243243243,370,17,67.7,0
187477,0.0237388724035608,337,21,102.4,0
190455,0.00720288115246098,833,12,65.1,0
565873,0.0185185185185185,540,20,89.0,0
363710,0.0205831903945112,583,31,39.7,0
153564,0.0261282660332542,421,14,98.8,0
742923,0.0138888888888889,720,26,61.0,0
334078,0.0226337448559671,486,16,83.6,0
113827,0.0269662921348315,445,22,54.7,0
397130,0.0202429149797571,494,21,56.1,0
232315,0.0220994475138122,543,32,84.4,0
927621,0.0218978102189781,548,36,86.0,0
980488,0.0185810810810811,592,25,57.3,0
468715,0.0218978102189781,411,25,60.5,0
953474,0.0125588697017268,637,43,38.8,0
457710,0.0258215962441315,426,28,44.7,0
176677,0.0170278637770898,646,23,126.2,0
640956,0.0173010380622837,578,36,84.9,1
838393,0.0344827586206897,261,42,53.7,0
651521,0.024896265560166,482,29,102.9,1
186311,0.00522648083623693,574,19,67.2,0
246922,0.0269058295964126,446,39,53.5,0
862532,0.0250783699059561,319,24,82.6,0
65863,0.0159045725646123,503,30,117.1,0
7730,0.0266075388026608,451,22,79.2,0
624948,0.0152091254752852,526,27,58.3,0
613168,0.0204460966542751,538,21,66.9,0
995469,0.0104602510460251,478,37,75.8,0
428593,0.0111524163568773,538,19,73.4,0
149964,0.0288713910761155,381,26,76.0,0
17801,0.0141955835962145,634,30,81.0,0
